End Week,Start Week,State,COVID-19 Deaths,Pneumonia and COVID-19 Deaths
2020-07-04,2020-06-27,Pennsylvania,136,40
2020-07-11,2020-07-04,Pennsylvania,126,40
2020-07-18,2020-07-11,Pennsylvania,109,30
2020-07-25,2020-07-18,Pennsylvania,95,30
2020-08-01,2020-07-25,Pennsylvania,103,36
2020-08-08,2020-08-01,Pennsylvania,135,40
2020-08-15,2020-08-08,Pennsylvania,122,39
2020-08-22,2020-08-15,Pennsylvania,98,38
2020-08-29,2020-08-22,Pennsylvania,103,43
2020-09-05,2020-08-29,Pennsylvania,83,25
2020-09-12,2020-09-05,Pennsylvania,97,30
2020-09-19,2020-09-12,Pennsylvania,92,29
2020-09-26,2020-09-19,Pennsylvania,94,32
2020-10-03,2020-09-26,Pennsylvania,121,45
2020-10-10,2020-10-03,Pennsylvania,142,51
2020-10-17,2020-10-10,Pennsylvania,142,55
2020-10-24,2020-10-17,Pennsylvania,112,54
2020-10-31,2020-10-24,Pennsylvania,18,12
2020-02-01,2020-01-25,Rhode Island,0,0
2020-02-08,2020-02-01,Rhode Island,0,0
2020-02-15,2020-02-08,Rhode Island,0,0
2020-02-22,2020-02-15,Rhode Island,0,0
2020-02-29,2020-02-22,Rhode Island,0,0
2020-03-07,2020-02-29,Rhode Island,0,0
2020-03-14,2020-03-07,Rhode Island,0,0
2020-03-21,2020-03-14,Rhode Island,0,0
2020-03-28,2020-03-21,Rhode Island,0,0
2020-04-04,2020-03-28,Rhode Island,22,0
2020-04-11,2020-04-04,Rhode Island,51,17
2020-04-18,2020-04-11,Rhode Island,94,39
2020-04-25,2020-04-18,Rhode Island,104,39
2020-05-02,2020-04-25,Rhode Island,124,47
2020-05-09,2020-05-02,Rhode Island,134,47
2020-05-16,2020-05-09,Rhode Island,114,48
2020-05-23,2020-05-16,Rhode Island,104,43
2020-05-30,2020-05-23,Rhode Island,71,31
2020-06-06,2020-05-30,Rhode Island,56,21
2020-06-13,2020-06-06,Rhode Island,27,0
2020-06-20,2020-06-13,Rhode Island,33,14
2020-06-27,2020-06-20,Rhode Island,24,11
2020-07-04,2020-06-27,Rhode Island,19,0
2020-07-11,2020-07-04,Rhode Island,12,0
2020-07-18,2020-07-11,Rhode Island,0,0
2020-07-25,2020-07-18,Rhode Island,0,0
2020-08-01,2020-07-25,Rhode Island,0,0
2020-08-08,2020-08-01,Rhode Island,0,0
2020-08-15,2020-08-08,Rhode Island,0,0
2020-08-22,2020-08-15,Rhode Island,16,0
2020-08-29,2020-08-22,Rhode Island,0,0
2020-09-05,2020-08-29,Rhode Island,0,0
2020-09-12,2020-09-05,Rhode Island,0,0
2020-09-19,2020-09-12,Rhode Island,14,0
2020-09-26,2020-09-19,Rhode Island,10,0
2020-10-03,2020-09-26,Rhode Island,10,0
2020-10-10,2020-10-03,Rhode Island,11,0
2020-10-17,2020-10-10,Rhode Island,12,0
2020-10-24,2020-10-17,Rhode Island,0,0
2020-10-31,2020-10-24,Rhode Island,0,0
2020-02-01,2020-01-25,South Carolina,0,0
2020-02-08,2020-02-01,South Carolina,0,0
2020-02-15,2020-02-08,South Carolina,0,0
2020-02-22,2020-02-15,South Carolina,0,0
2020-02-29,2020-02-22,South Carolina,0,0
2020-03-07,2020-02-29,South Carolina,0,0
2020-03-14,2020-03-07,South Carolina,0,0
2020-03-21,2020-03-14,South Carolina,0,0
2020-03-28,2020-03-21,South Carolina,19,0
2020-04-04,2020-03-28,South Carolina,36,18
2020-04-11,2020-04-04,South Carolina,57,19
2020-04-18,2020-04-11,South Carolina,47,14
2020-04-25,2020-04-18,South Carolina,61,23
2020-05-02,2020-04-25,South Carolina,63,21
2020-05-09,2020-05-02,South Carolina,72,35
2020-05-16,2020-05-09,South Carolina,67,30
2020-05-23,2020-05-16,South Carolina,59,22
2020-05-30,2020-05-23,South Carolina,65,24
2020-06-06,2020-05-30,South Carolina,64,25
2020-06-13,2020-06-06,South Carolina,48,18
2020-06-20,2020-06-13,South Carolina,57,22
2020-06-27,2020-06-20,South Carolina,83,30
2020-07-04,2020-06-27,South Carolina,129,54
2020-07-11,2020-07-04,South Carolina,145,56
2020-07-18,2020-07-11,South Carolina,226,84
2020-07-25,2020-07-18,South Carolina,320,141
2020-08-01,2020-07-25,South Carolina,284,129
2020-08-08,2020-08-01,South Carolina,265,121
2020-08-15,2020-08-08,South Carolina,238,101
2020-08-22,2020-08-15,South Carolina,206,89
2020-08-29,2020-08-22,South Carolina,200,97
2020-09-05,2020-08-29,South Carolina,178,76
2020-09-12,2020-09-05,South Carolina,141,65
2020-09-19,2020-09-12,South Carolina,131,58
2020-09-26,2020-09-19,South Carolina,113,52
2020-10-03,2020-09-26,South Carolina,101,50
2020-10-10,2020-10-03,South Carolina,79,34
2020-10-17,2020-10-10,South Carolina,56,29
2020-10-24,2020-10-17,South Carolina,0,0
2020-10-31,2020-10-24,South Carolina,0,0
2020-02-01,2020-01-25,South Dakota,0,0
2020-02-08,2020-02-01,South Dakota,0,0
2020-02-15,2020-02-08,South Dakota,0,0
2020-02-22,2020-02-15,South Dakota,0,0
2020-02-29,2020-02-22,South Dakota,0,0
2020-03-07,2020-02-29,South Dakota,0,0
2020-03-14,2020-03-07,South Dakota,0,0
2020-03-21,2020-03-14,South Dakota,0,0
2020-03-28,2020-03-21,South Dakota,0,0
2020-04-04,2020-03-28,South Dakota,0,0
2020-04-11,2020-04-04,South Dakota,0,0
2020-04-18,2020-04-11,South Dakota,0,0
2020-04-25,2020-04-18,South Dakota,0,0
2020-05-02,2020-04-25,South Dakota,16,0
2020-05-09,2020-05-02,South Dakota,15,0
2020-05-16,2020-05-09,South Dakota,0,0
2020-05-23,2020-05-16,South Dakota,0,0
2020-05-30,2020-05-23,South Dakota,10,0
2020-06-06,2020-05-30,South Dakota,0,0
2020-06-13,2020-06-06,South Dakota,11,0
2020-06-20,2020-06-13,South Dakota,12,0
2020-06-27,2020-06-20,South Dakota,10,0
2020-07-04,2020-06-27,South Dakota,0,0
2020-07-11,2020-07-04,South Dakota,14,0
2020-07-18,2020-07-11,South Dakota,0,0
2020-07-25,2020-07-18,South Dakota,15,0
2020-08-01,2020-07-25,South Dakota,0,0
2020-08-08,2020-08-01,South Dakota,0,0
2020-08-15,2020-08-08,South Dakota,11,0
2020-08-22,2020-08-15,South Dakota,10,0
2020-08-29,2020-08-22,South Dakota,13,0
2020-09-05,2020-08-29,South Dakota,18,10
2020-09-12,2020-09-05,South Dakota,20,10
2020-09-19,2020-09-12,South Dakota,24,11
2020-09-26,2020-09-19,South Dakota,35,18
2020-10-03,2020-09-26,South Dakota,39,16
2020-10-10,2020-10-03,South Dakota,40,18
2020-10-17,2020-10-10,South Dakota,43,19
2020-10-24,2020-10-17,South Dakota,22,0
2020-10-31,2020-10-24,South Dakota,0,0
2020-02-01,2020-01-25,Tennessee,0,0
2020-02-08,2020-02-01,Tennessee,0,0
2020-02-15,2020-02-08,Tennessee,0,0
2020-02-22,2020-02-15,Tennessee,0,0
2020-02-29,2020-02-22,Tennessee,0,0
2020-03-07,2020-02-29,Tennessee,0,0
2020-03-14,2020-03-07,Tennessee,0,0
2020-03-21,2020-03-14,Tennessee,0,0
2020-03-28,2020-03-21,Tennessee,11,0
2020-04-04,2020-03-28,Tennessee,55,21
2020-04-11,2020-04-04,Tennessee,53,31
2020-04-18,2020-04-11,Tennessee,43,18
2020-04-25,2020-04-18,Tennessee,31,0
2020-05-02,2020-04-25,Tennessee,35,15
2020-05-09,2020-05-02,Tennessee,48,13
2020-05-16,2020-05-09,Tennessee,57,22
2020-05-23,2020-05-16,Tennessee,32,11
2020-05-30,2020-05-23,Tennessee,45,16
2020-06-06,2020-05-30,Tennessee,37,13
2020-06-13,2020-06-06,Tennessee,35,12
2020-06-20,2020-06-13,Tennessee,59,19
2020-06-27,2020-06-20,Tennessee,63,23
2020-07-04,2020-06-27,Tennessee,75,23
2020-07-11,2020-07-04,Tennessee,106,58
2020-07-18,2020-07-11,Tennessee,118,62
2020-07-25,2020-07-18,Tennessee,155,74
2020-08-01,2020-07-25,Tennessee,170,96
2020-08-08,2020-08-01,Tennessee,176,89
2020-08-15,2020-08-08,Tennessee,175,96
2020-08-22,2020-08-15,Tennessee,138,66
2020-08-29,2020-08-22,Tennessee,177,91
2020-09-05,2020-08-29,Tennessee,148,70
2020-09-12,2020-09-05,Tennessee,179,97
2020-09-19,2020-09-12,Tennessee,150,89
2020-09-26,2020-09-19,Tennessee,158,96
2020-10-03,2020-09-26,Tennessee,121,68
2020-10-10,2020-10-03,Tennessee,164,96
2020-10-17,2020-10-10,Tennessee,187,92
2020-10-24,2020-10-17,Tennessee,132,59
2020-10-31,2020-10-24,Tennessee,24,14
2020-02-01,2020-01-25,Texas,0,0
2020-02-08,2020-02-01,Texas,0,0
2020-02-15,2020-02-08,Texas,0,0
2020-02-22,2020-02-15,Texas,0,0
2020-02-29,2020-02-22,Texas,0,0
2020-03-07,2020-02-29,Texas,0,0
2020-03-14,2020-03-07,Texas,0,0
2020-03-21,2020-03-14,Texas,0,0
2020-03-28,2020-03-21,Texas,44,14
2020-04-04,2020-03-28,Texas,130,50
2020-04-11,2020-04-04,Texas,205,79
2020-04-18,2020-04-11,Texas,237,114
2020-04-25,2020-04-18,Texas,243,96
2020-05-02,2020-04-25,Texas,236,103
2020-05-09,2020-05-02,Texas,228,104
2020-05-16,2020-05-09,Texas,252,112
2020-05-23,2020-05-16,Texas,172,81
2020-05-30,2020-05-23,Texas,217,113
2020-06-06,2020-05-30,Texas,181,75
2020-06-13,2020-06-06,Texas,225,94
2020-06-20,2020-06-13,Texas,304,142
2020-06-27,2020-06-20,Texas,440,174
2020-07-04,2020-06-27,Texas,804,372
2020-07-11,2020-07-04,Texas,1266,673
2020-07-18,2020-07-11,Texas,1739,913
2020-07-25,2020-07-18,Texas,1864,924
2020-08-01,2020-07-25,Texas,1708,910
2020-08-08,2020-08-01,Texas,1474,762
2020-08-15,2020-08-08,Texas,1347,735
2020-08-22,2020-08-15,Texas,984,546
2020-08-29,2020-08-22,Texas,822,478
2020-09-05,2020-08-29,Texas,656,351
2020-09-12,2020-09-05,Texas,534,288
2020-09-19,2020-09-12,Texas,464,242
2020-09-26,2020-09-19,Texas,416,228
2020-10-03,2020-09-26,Texas,265,157
2020-10-10,2020-10-03,Texas,318,184
2020-10-17,2020-10-10,Texas,295,165
2020-10-24,2020-10-17,Texas,174,94
2020-10-31,2020-10-24,Texas,12,0
2020-02-01,2020-01-25,Utah,0,0
2020-02-08,2020-02-01,Utah,0,0
2020-02-15,2020-02-08,Utah,0,0
2020-02-22,2020-02-15,Utah,0,0
2020-02-29,2020-02-22,Utah,0,0
2020-03-07,2020-02-29,Utah,0,0
2020-03-14,2020-03-07,Utah,0,0
2020-03-21,2020-03-14,Utah,0,0
2020-03-28,2020-03-21,Utah,0,0
2020-04-04,2020-03-28,Utah,11,0
2020-04-11,2020-04-04,Utah,0,0
2020-04-18,2020-04-11,Utah,0,0
2020-04-25,2020-04-18,Utah,16,0
2020-05-02,2020-04-25,Utah,12,0
2020-05-09,2020-05-02,Utah,18,11
2020-05-16,2020-05-09,Utah,17,0
2020-05-23,2020-05-16,Utah,15,0
2020-05-30,2020-05-23,Utah,12,0
2020-06-06,2020-05-30,Utah,12,0
2020-06-13,2020-06-06,Utah,20,0
2020-06-20,2020-06-13,Utah,14,0
2020-06-27,2020-06-20,Utah,13,0
2020-07-04,2020-06-27,Utah,21,0
2020-07-11,2020-07-04,Utah,36,0
2020-07-18,2020-07-11,Utah,30,0
2020-07-25,2020-07-18,Utah,43,17
2020-08-01,2020-07-25,Utah,26,16
2020-08-08,2020-08-01,Utah,29,0
2020-08-15,2020-08-08,Utah,31,0
2020-08-22,2020-08-15,Utah,18,0
2020-08-29,2020-08-22,Utah,11,0
2020-09-05,2020-08-29,Utah,19,11
2020-09-12,2020-09-05,Utah,12,0
2020-09-19,2020-09-12,Utah,0,0
2020-09-26,2020-09-19,Utah,21,0
2020-10-03,2020-09-26,Utah,26,14
2020-10-10,2020-10-03,Utah,39,20
2020-10-17,2020-10-10,Utah,33,15
2020-10-24,2020-10-17,Utah,15,0
2020-10-31,2020-10-24,Utah,0,0
2020-02-01,2020-01-25,Vermont,0,0
2020-02-08,2020-02-01,Vermont,0,0
2020-02-15,2020-02-08,Vermont,0,0
2020-02-22,2020-02-15,Vermont,0,0
2020-02-29,2020-02-22,Vermont,0,0
2020-03-07,2020-02-29,Vermont,0,0
2020-03-14,2020-03-07,Vermont,0,0
2020-03-21,2020-03-14,Vermont,0,0
2020-03-28,2020-03-21,Vermont,0,0
2020-04-04,2020-03-28,Vermont,12,0
2020-04-11,2020-04-04,Vermont,0,0
2020-04-18,2020-04-11,Vermont,11,0
2020-04-25,2020-04-18,Vermont,11,0
2020-05-02,2020-04-25,Vermont,0,0
2020-05-09,2020-05-02,Vermont,0,0
2020-05-16,2020-05-09,Vermont,0,0
2020-05-23,2020-05-16,Vermont,0,0
2020-05-30,2020-05-23,Vermont,0,0
2020-06-06,2020-05-30,Vermont,0,0
2020-06-13,2020-06-06,Vermont,0,0
2020-06-20,2020-06-13,Vermont,0,0
2020-06-27,2020-06-20,Vermont,0,0
2020-07-04,2020-06-27,Vermont,0,0
2020-07-11,2020-07-04,Vermont,0,0
2020-07-18,2020-07-11,Vermont,0,0
2020-07-25,2020-07-18,Vermont,0,0
2020-08-01,2020-07-25,Vermont,0,0
2020-08-08,2020-08-01,Vermont,0,0
2020-08-15,2020-08-08,Vermont,0,0
2020-08-22,2020-08-15,Vermont,0,0
2020-08-29,2020-08-22,Vermont,0,0
2020-09-05,2020-08-29,Vermont,0,0
2020-09-12,2020-09-05,Vermont,0,0
2020-09-19,2020-09-12,Vermont,0,0
2020-09-26,2020-09-19,Vermont,0,0
2020-10-03,2020-09-26,Vermont,0,0
2020-10-10,2020-10-03,Vermont,0,0
2020-10-17,2020-10-10,Vermont,0,0
2020-10-24,2020-10-17,Vermont,0,0
2020-10-31,2020-10-24,Vermont,0,0
2020-02-01,2020-01-25,Virginia,0,0
2020-02-08,2020-02-01,Virginia,0,0
2020-02-15,2020-02-08,Virginia,0,0
2020-02-22,2020-02-15,Virginia,0,0
2020-02-29,2020-02-22,Virginia,0,0
2020-03-07,2020-02-29,Virginia,0,0
2020-03-14,2020-03-07,Virginia,0,0
2020-03-21,2020-03-14,Virginia,0,0
2020-03-28,2020-03-21,Virginia,28,0
2020-04-04,2020-03-28,Virginia,57,26
2020-04-11,2020-04-04,Virginia,102,35
2020-04-18,2020-04-11,Virginia,195,72
2020-04-25,2020-04-18,Virginia,220,66
2020-05-02,2020-04-25,Virginia,251,101
2020-05-09,2020-05-02,Virginia,234,65
2020-05-16,2020-05-09,Virginia,199,61
2020-05-23,2020-05-16,Virginia,167,58
2020-05-30,2020-05-23,Virginia,159,49
2020-06-06,2020-05-30,Virginia,104,36
2020-06-13,2020-06-06,Virginia,109,45
2020-06-20,2020-06-13,Virginia,86,33
2020-06-27,2020-06-20,Virginia,79,21
2020-07-04,2020-06-27,Virginia,55,21
2020-07-11,2020-07-04,Virginia,67,29
2020-07-18,2020-07-11,Virginia,95,33
2020-07-25,2020-07-18,Virginia,88,37
2020-08-01,2020-07-25,Virginia,102,38
2020-08-08,2020-08-01,Virginia,87,33
2020-08-15,2020-08-08,Virginia,101,37
2020-08-22,2020-08-15,Virginia,123,56
2020-08-29,2020-08-22,Virginia,108,56
2020-09-05,2020-08-29,Virginia,119,46
2020-09-12,2020-09-05,Virginia,114,37
2020-09-19,2020-09-12,Virginia,116,44
2020-09-26,2020-09-19,Virginia,88,36
2020-10-03,2020-09-26,Virginia,85,40
2020-10-10,2020-10-03,Virginia,88,35
2020-10-17,2020-10-10,Virginia,80,31
2020-10-24,2020-10-17,Virginia,38,12
2020-10-31,2020-10-24,Virginia,0,0
2020-02-01,2020-01-25,Washington,0,0
2020-02-08,2020-02-01,Washington,0,0
2020-02-15,2020-02-08,Washington,0,0
2020-02-22,2020-02-15,Washington,0,0
2020-02-29,2020-02-22,Washington,0,0
2020-03-07,2020-02-29,Washington,21,14
2020-03-14,2020-03-07,Washington,27,16
2020-03-21,2020-03-14,Washington,63,26
2020-03-28,2020-03-21,Washington,120,61
2020-04-04,2020-03-28,Washington,158,85
2020-04-11,2020-04-04,Washington,147,85
2020-04-18,2020-04-11,Washington,123,70
2020-04-25,2020-04-18,Washington,107,52
2020-05-02,2020-04-25,Washington,78,41
2020-05-09,2020-05-02,Washington,86,44
2020-05-16,2020-05-09,Washington,71,36
2020-05-23,2020-05-16,Washington,48,24
2020-05-30,2020-05-23,Washington,36,20
2020-06-06,2020-05-30,Washington,34,17
2020-06-13,2020-06-06,Washington,43,24
2020-06-20,2020-06-13,Washington,31,14
2020-06-27,2020-06-20,Washington,39,18
2020-07-04,2020-06-27,Washington,44,22
2020-07-11,2020-07-04,Washington,56,30
2020-07-18,2020-07-11,Washington,52,28
2020-07-25,2020-07-18,Washington,75,35
2020-08-01,2020-07-25,Washington,92,38
2020-08-08,2020-08-01,Washington,82,35
2020-08-15,2020-08-08,Washington,75,33
2020-08-22,2020-08-15,Washington,52,26
2020-08-29,2020-08-22,Washington,45,26
2020-09-05,2020-08-29,Washington,42,16
2020-09-12,2020-09-05,Washington,31,17
2020-09-19,2020-09-12,Washington,44,28
2020-09-26,2020-09-19,Washington,44,27
2020-10-03,2020-09-26,Washington,45,20
2020-10-10,2020-10-03,Washington,39,27
2020-10-17,2020-10-10,Washington,39,20
2020-10-24,2020-10-17,Washington,44,22
2020-10-31,2020-10-24,Washington,0,0
2020-02-01,2020-01-25,West Virginia,0,0
2020-02-08,2020-02-01,West Virginia,0,0
2020-02-15,2020-02-08,West Virginia,0,0
2020-02-22,2020-02-15,West Virginia,0,0
2020-02-29,2020-02-22,West Virginia,0,0
2020-03-07,2020-02-29,West Virginia,0,0
2020-03-14,2020-03-07,West Virginia,0,0
2020-03-21,2020-03-14,West Virginia,0,0
2020-03-28,2020-03-21,West Virginia,0,0
2020-04-04,2020-03-28,West Virginia,0,0
2020-04-11,2020-04-04,West Virginia,0,0
2020-04-18,2020-04-11,West Virginia,11,0
2020-04-25,2020-04-18,West Virginia,16,0
2020-05-02,2020-04-25,West Virginia,16,0
2020-05-09,2020-05-02,West Virginia,0,0
2020-05-16,2020-05-09,West Virginia,14,0
2020-05-23,2020-05-16,West Virginia,0,0
2020-05-30,2020-05-23,West Virginia,0,0
2020-06-06,2020-05-30,West Virginia,0,0
2020-06-13,2020-06-06,West Virginia,0,0
2020-06-20,2020-06-13,West Virginia,0,0
2020-06-27,2020-06-20,West Virginia,0,0
2020-07-04,2020-06-27,West Virginia,0,0
2020-07-11,2020-07-04,West Virginia,0,0
2020-07-18,2020-07-11,West Virginia,0,0
2020-07-25,2020-07-18,West Virginia,0,0
2020-08-01,2020-07-25,West Virginia,17,0
2020-08-08,2020-08-01,West Virginia,18,0
2020-08-15,2020-08-08,West Virginia,14,0
2020-08-22,2020-08-15,West Virginia,30,0
2020-08-29,2020-08-22,West Virginia,27,10
2020-09-05,2020-08-29,West Virginia,26,11
2020-09-12,2020-09-05,West Virginia,20,0
2020-09-19,2020-09-12,West Virginia,30,11
2020-09-26,2020-09-19,West Virginia,18,10
2020-10-03,2020-09-26,West Virginia,16,0
2020-10-10,2020-10-03,West Virginia,19,13
2020-10-17,2020-10-10,West Virginia,11,0
2020-10-24,2020-10-17,West Virginia,0,0
2020-10-31,2020-10-24,West Virginia,0,0
2020-02-01,2020-01-25,Wisconsin,0,0
2020-02-08,2020-02-01,Wisconsin,0,0
2020-02-15,2020-02-08,Wisconsin,0,0
2020-02-22,2020-02-15,Wisconsin,0,0
2020-02-29,2020-02-22,Wisconsin,0,0
2020-03-07,2020-02-29,Wisconsin,0,0
2020-03-14,2020-03-07,Wisconsin,0,0
2020-03-21,2020-03-14,Wisconsin,0,0
2020-03-28,2020-03-21,Wisconsin,19,0
2020-04-04,2020-03-28,Wisconsin,77,12
2020-04-11,2020-04-04,Wisconsin,76,16
2020-04-18,2020-04-11,Wisconsin,75,12
2020-04-25,2020-04-18,Wisconsin,47,0
2020-05-02,2020-04-25,Wisconsin,72,0
2020-05-09,2020-05-02,Wisconsin,57,16
2020-05-16,2020-05-09,Wisconsin,55,10
2020-05-23,2020-05-16,Wisconsin,65,19
2020-05-30,2020-05-23,Wisconsin,88,11
2020-06-06,2020-05-30,Wisconsin,46,0
2020-06-13,2020-06-06,Wisconsin,41,0
2020-06-20,2020-06-13,Wisconsin,37,0
2020-06-27,2020-06-20,Wisconsin,35,0
2020-07-04,2020-06-27,Wisconsin,23,0
2020-07-11,2020-07-04,Wisconsin,19,0
2020-07-18,2020-07-11,Wisconsin,35,0
2020-07-25,2020-07-18,Wisconsin,52,11
2020-08-01,2020-07-25,Wisconsin,48,0
2020-08-08,2020-08-01,Wisconsin,61,17
2020-08-15,2020-08-08,Wisconsin,46,12
2020-08-22,2020-08-15,Wisconsin,38,13
2020-08-29,2020-08-22,Wisconsin,42,16
2020-09-05,2020-08-29,Wisconsin,40,11
2020-09-12,2020-09-05,Wisconsin,47,14
2020-09-19,2020-09-12,Wisconsin,36,20
2020-09-26,2020-09-19,Wisconsin,60,23
2020-10-03,2020-09-26,Wisconsin,84,36
2020-10-10,2020-10-03,Wisconsin,118,48
2020-10-17,2020-10-10,Wisconsin,174,65
2020-10-24,2020-10-17,Wisconsin,122,42
2020-10-31,2020-10-24,Wisconsin,0,0
2020-02-01,2020-01-25,Wyoming,0,0
2020-02-08,2020-02-01,Wyoming,0,0
2020-02-15,2020-02-08,Wyoming,0,0
2020-02-22,2020-02-15,Wyoming,0,0
2020-02-29,2020-02-22,Wyoming,0,0
2020-03-07,2020-02-29,Wyoming,0,0
2020-03-14,2020-03-07,Wyoming,0,0
2020-03-21,2020-03-14,Wyoming,0,0
2020-03-28,2020-03-21,Wyoming,0,0
2020-04-04,2020-03-28,Wyoming,0,0
2020-04-11,2020-04-04,Wyoming,0,0
2020-04-18,2020-04-11,Wyoming,0,0
2020-04-25,2020-04-18,Wyoming,0,0
2020-05-02,2020-04-25,Wyoming,0,0
2020-05-09,2020-05-02,Wyoming,0,0
2020-05-16,2020-05-09,Wyoming,0,0
2020-05-23,2020-05-16,Wyoming,0,0
2020-05-30,2020-05-23,Wyoming,0,0
2020-06-06,2020-05-30,Wyoming,0,0
2020-06-13,2020-06-06,Wyoming,0,0
2020-06-20,2020-06-13,Wyoming,0,0
2020-06-27,2020-06-20,Wyoming,0,0
2020-07-04,2020-06-27,Wyoming,0,0
2020-07-11,2020-07-04,Wyoming,0,0
2020-07-18,2020-07-11,Wyoming,0,0
2020-07-25,2020-07-18,Wyoming,0,0
2020-08-01,2020-07-25,Wyoming,0,0
2020-08-08,2020-08-01,Wyoming,0,0
2020-08-15,2020-08-08,Wyoming,0,0
2020-08-22,2020-08-15,Wyoming,0,0
2020-08-29,2020-08-22,Wyoming,0,0
2020-09-05,2020-08-29,Wyoming,0,0
2020-09-12,2020-09-05,Wyoming,0,0
2020-09-19,2020-09-12,Wyoming,0,0
2020-09-26,2020-09-19,Wyoming,0,0
2020-10-03,2020-09-26,Wyoming,0,0
2020-10-10,2020-10-03,Wyoming,0,0
2020-10-17,2020-10-10,Wyoming,0,0
2020-10-24,2020-10-17,Wyoming,0,0
2020-10-31,2020-10-24,Wyoming,0,0
2020-02-01,2020-01-25,Puerto Rico,0,0
2020-02-08,2020-02-01,Puerto Rico,0,0
2020-02-15,2020-02-08,Puerto Rico,0,0
2020-02-22,2020-02-15,Puerto Rico,0,0
2020-02-29,2020-02-22,Puerto Rico,0,0
2020-03-07,2020-02-29,Puerto Rico,0,0
2020-03-14,2020-03-07,Puerto Rico,0,0
2020-03-21,2020-03-14,Puerto Rico,0,0
2020-03-28,2020-03-21,Puerto Rico,11,0
2020-04-04,2020-03-28,Puerto Rico,18,10
2020-04-11,2020-04-04,Puerto Rico,22,11
2020-04-18,2020-04-11,Puerto Rico,20,10
2020-04-25,2020-04-18,Puerto Rico,18,0
2020-05-02,2020-04-25,Puerto Rico,14,0
2020-05-09,2020-05-02,Puerto Rico,10,0
2020-05-16,2020-05-09,Puerto Rico,0,0
2020-05-23,2020-05-16,Puerto Rico,0,0
2020-05-30,2020-05-23,Puerto Rico,0,0
2020-06-06,2020-05-30,Puerto Rico,0,0
2020-06-13,2020-06-06,Puerto Rico,0,0
2020-06-20,2020-06-13,Puerto Rico,0,0
2020-06-27,2020-06-20,Puerto Rico,0,0
2020-07-04,2020-06-27,Puerto Rico,0,0
2020-07-11,2020-07-04,Puerto Rico,10,0
2020-07-18,2020-07-11,Puerto Rico,13,0
2020-07-25,2020-07-18,Puerto Rico,24,15
2020-08-01,2020-07-25,Puerto Rico,36,17
2020-08-08,2020-08-01,Puerto Rico,40,23
2020-08-15,2020-08-08,Puerto Rico,65,45
2020-08-22,2020-08-15,Puerto Rico,46,33
2020-08-29,2020-08-22,Puerto Rico,25,18
2020-09-05,2020-08-29,Puerto Rico,42,28
2020-09-12,2020-09-05,Puerto Rico,67,46
2020-09-19,2020-09-12,Puerto Rico,45,28
2020-09-26,2020-09-19,Puerto Rico,44,31
2020-10-03,2020-09-26,Puerto Rico,43,33
2020-10-10,2020-10-03,Puerto Rico,35,27
2020-10-17,2020-10-10,Puerto Rico,31,18
2020-10-24,2020-10-17,Puerto Rico,21,10
2020-10-31,2020-10-24,Puerto Rico,0,0
